fileName	dsk	author
2007\01\04\1816282.xml	Metropolitan Desk	By JENNIFER MEDINA
2007\01\04\1816283.xml	Foreign Desk	By JULIA PRESTON
2007\01\04\1816284.xml	Sports Desk	By DAVE ANDERSON
2007\01\04\1816285.xml	National Desk	By STEVEN GREENHOUSE
2007\01\04\1816286.xml	National Desk	By PAUL von ZIELBAUER
2007\01\04\1816287.xml	National Desk	By WILLIAM YARDLEY
2007\01\04\1816288.xml	Business/Financial Desk	By NINA M. LENTINI
2007\01\04\1816290.xml	Business/Financial Desk	By SHARON WAXMAN
2007\01\04\1816291.xml	Business/Financial Desk	By DAVID CAY JOHNSTON
2007\01\04\1816292.xml	Business/Financial Desk	By DAMON DARLIN
2007\01\04\1816293.xml	Foreign Desk	By JAMES GLANZ and JOHN F. BURNS; Reporting was contributed by Marc Santora, Sabrina Tavernise, Khalid W. Hassan, Khalid al-Ansary, and Ali Adeeb from Baghdad, and David Stout from Washington.
2007\01\04\1816295.xml	Foreign Desk	By JEFF ZELENY; Sheryl Gay Stolberg contributed reporting.
2007\01\04\1816296.xml	Business/Financial Desk	By J. D. BIERSDORFER
2007\01\04\1816297.xml	Business/Financial Desk	By JOHN BIGGS
2007\01\04\1816298.xml	Business/Financial Desk	By J. D. BIERSDORFER
2007\01\04\1816299.xml	Business/Financial Desk	By MARTY KATZ
2007\01\04\1816300.xml	Business/Financial Desk	By JOHN BIGGS
2007\01\04\1816301.xml	Business/Financial Desk	By WARREN BUCKLEITNER
2007\01\04\1816302.xml	Editorial Desk	By DAVID BROOKS
2007\01\04\1816303.xml	Editorial Desk	By BOB HERBERT
2007\01\04\1816304.xml	Editorial Desk	By Peter W. Klein
2007\01\04\1816305.xml	Editorial Desk	By Brent Scowcroft
2007\01\04\1816306.xml	Business/Financial Desk	By AUSTAN GOOLSBEE
2007\01\04\1816307.xml	Business/Financial Desk	By VIKAS BAJAJ
2007\01\04\1816308.xml	Business/Financial Desk	By ERIC DASH
2007\01\04\1816318.xml	Metropolitan Desk	By MICHAEL COOPER
2007\01\04\1816320.xml	Sports Desk	By JOHN ELIGON
2007\01\04\1816323.xml	Business/Financial Desk	By ERIC A. TAUB
2007\01\04\1816324.xml	Business/Financial Desk	By CLIFFORD KRAUSS
2007\01\04\1816325.xml	Business/Financial Desk	By GLENN RIFKIN
2007\01\04\1816326.xml	Foreign Desk	By SHERYL GAY STOLBERG; Helene Cooper contributed reporting.
2007\01\04\1816327.xml	Foreign Desk	By MARC SANTORA and JOHN F. BURNS; Khalid al-Ansary contributed reporting.
2007\01\04\1816330.xml	National Desk	By DENISE GRADY
2007\01\04\1816331.xml	Metropolitan Desk	By TINA KELLEY
2007\01\04\1816332.xml	Metropolitan Desk	By DANNY HAKIM; Sewell Chan and Nicholas Confessore contributed reporting from Albany, and Leslie Eaton from New York.
2007\01\04\1816333.xml	Business/Financial Desk	By MATT RICHTEL
2007\01\04\1816334.xml	National Desk	By JIM RUTENBERG
2007\01\04\1816335.xml	Sports Desk	By CLIFTON BROWN
2007\01\04\1816336.xml	Sports Desk	By KAREN CROUSE
2007\01\04\1816337.xml	Sports Desk	By TOM SPOUSTA
2007\01\04\1816338.xml	Sports Desk	The Fifth Down's contributors are Andrew Das, Toni Monkovic, Naila-Jean Meyers, John Woods and Benjamin Hoffman.
2007\01\04\1816339.xml	Business/Financial Desk	By MICHELINE MAYNARD and JEREMY W. PETERS; Micheline Maynard reported from Detroit and Jeremy W. Peters from New York.
2007\01\04\1816340.xml	Business/Financial Desk	By CLAUDIA H. DEUTSCH
2007\01\04\1816341.xml	Business/Financial Desk	By GRETCHEN MORGENSON
2007\01\04\1816342.xml	Business/Financial Desk	By DAVID POGUE
2007\01\04\1816343.xml	Business/Financial Desk	By RICHARD SIKLOS
2007\01\04\1816344.xml	Business/Financial Desk	By ALEX BERENSON
2007\01\04\1816345.xml	National Desk	By CHRISTOPHER DREW; Ian Urbina contributed reporting.
2007\01\04\1816348.xml	National Desk	By DEBORAH SONTAG
2007\01\04\1816360.xml	The Arts/Cultural Desk	By EDWARD WYATT; Compiled by Lawrence Van Gelder
2007\01\04\1816361.xml	The Arts/Cultural Desk	By BENJAMIN TOFF; Compiled by Lawrence Van Gelder
2007\01\04\1816362.xml	The Arts/Cultural Desk	Compiled by Lawrence Van Gelder
2007\01\04\1816363.xml	Business/Financial Desk	By JULIE CRESWELL and MICHAEL BARBARO; Andrew Ross Sorkin contributed reporting.
2007\01\04\1816364.xml	National Desk	By CARL HULSE and DAVID D. KIRKPATRICK
2007\01\04\1816365.xml	National Desk	By MARK LEIBOVICH and ANNE E. KORNBLUT
2007\01\04\1816366.xml	Metropolitan Desk	By KEN BELSON
2007\01\04\1816367.xml	Metropolitan Desk	By RICHARD P�REZ-PE�A
2007\01\04\1816368.xml	Metropolitan Desk	By TRYMAINE LEE and CASSI FELDMAN; Anthony Ramirez contributed reporting.
2007\01\04\1816369.xml	Metropolitan Desk	By ANDY NEWMAN and MAUREEN SEABERG
2007\01\04\1816370.xml	Metropolitan Desk	By SEWELL CHAN
2007\01\04\1816371.xml	National Desk	By DUFF WILSON
2007\01\04\1816372.xml	National Desk	By KATIE ZEZIMA
2007\01\04\1816373.xml	Foreign Desk	By MARK MAZZETTI; Helene Cooper and Sheryl Gay Stolberg contributed reporting.
2007\01\04\1816374.xml	Sports Desk	By JOHN BRANCH
2007\01\04\1816375.xml	Sports Desk	By JUDY BATTISTA
2007\01\04\1816378.xml	Sports Desk	By GEORGE VECSEY
2007\01\04\1816379.xml	Foreign Desk	By DONALD G. McNEIL Jr.
2007\01\04\1816380.xml	Foreign Desk	By CRAIG S. SMITH
2007\01\04\1816381.xml	Sports Desk	By JASON MORTON
2007\01\04\1816382.xml	Sports Desk	By CHARLIE NOBLES
2007\01\04\1816383.xml	National Desk	By TERRY AGUAYO
2007\01\04\1816384.xml	National Desk	By SARAH ABRUZZESE
2007\01\04\1816385.xml	Sports Desk	By BILL FINLEY
2007\01\04\1816386.xml	Sports Desk	By PETE THAMEL
2007\01\04\1816387.xml	Sports Desk	By JOE DRAPE
2007\01\04\1816388.xml	Sports Desk	By HOWARD BECK
2007\01\04\1816389.xml	Metropolitan Desk	By NICHOLAS CONFESSORE
2007\01\04\1816390.xml	Metropolitan Desk	By NICHOLAS CONFESSORE
2007\01\04\1816391.xml	Metropolitan Desk	By SEWELL CHAN
2007\01\04\1816392.xml	Metropolitan Desk	By BRUCE LAMBERT; Compiled by John Sullivan
2007\01\04\1816393.xml	Metropolitan Desk	By DAVID W. DUNLAP; Compiled by John Sullivan
2007\01\04\1816394.xml	Metropolitan Desk	By WILLIAM NEUMAN; Compiled by John Sullivan
2007\01\04\1816395.xml	Metropolitan Desk	By CARA BUCKLEY; Compiled by John Sullivan
2007\01\04\1816396.xml	Metropolitan Desk	By JENNIFER 8. LEE; Compiled by John Sullivan
2007\01\04\1816397.xml	Metropolitan Desk	By JENNIFER 8. LEE; Compiled by John Sullivan
2007\01\04\1816398.xml	Metropolitan Desk	By CARA BUCKLEY; Compiled by John Sullivan
2007\01\04\1816399.xml	Metropolitan Desk	By JOHN HOLL; Compiled by John Sullivan
2007\01\04\1816400.xml	National Desk	By REUTERS
2007\01\04\1816401.xml	Sports Desk	By PETE THAMEL
2007\01\04\1816402.xml	Business/Financial Desk	By DAVID POGUE
2007\01\04\1816403.xml	The Arts/Cultural Desk	By LAWRENCE VAN GELDER
2007\01\05\1816449.xml	Movies, Performing Arts/Weekend Desk	By NATE CHINEN
2007\01\05\1816451.xml	Movies, Performing Arts/Weekend Desk	By BEN SISARIO
2007\01\05\1816452.xml	Movies, Performing Arts/Weekend Desk	By CLAUDIA LA ROCCO
2007\01\05\1816453.xml	Movies, Performing Arts/Weekend Desk	By BENJAMIN GENOCCHIO
2007\01\05\1816454.xml	Movies, Performing Arts/Weekend Desk	By LAUREL GRAEBER
2007\01\05\1816455.xml	Movies, Performing Arts/Weekend Desk	By MELENA RYZIK
2007\01\05\1816458.xml	Leisure/Weekend Desk	By Wendy Moonan
2007\01\05\1816459.xml	Leisure/Weekend Desk	By MICHIKO KAKUTANI
2007\01\05\1816460.xml	Escapes	By HENRY FOUNTAIN
2007\01\05\1816461.xml	Escapes	By NICK KAYE
2007\01\05\1816462.xml	Escapes	By C. J. HUGHES
2007\01\05\1816464.xml	Escapes	By ANNE GOODWIN SIDES
2007\01\05\1816465.xml	Escapes	By JULIA LAWLOR
2007\01\05\1816466.xml	Escapes	By LOUISE TUTELIAN
2007\01\05\1816467.xml	Escapes	By DAWN GEHRIG, as told to HOWARD M. UNGER
2007\01\05\1816468.xml	Movies, Performing Arts/Weekend Desk	By A.O. SCOTT
2007\01\05\1816469.xml	Escapes	By STEPHEN REGENOLD
2007\01\05\1816470.xml	Movies, Performing Arts/Weekend Desk	By CAMPBELL ROBERTSON
2007\01\05\1816471.xml	Leisure/Weekend Desk	By Carol Vogel
2007\01\05\1816472.xml	Movies, Performing Arts/Weekend Desk	By NATE CHINEN
2007\01\05\1816473.xml	Movies, Performing Arts/Weekend Desk	By STEPHEN HOLDEN
2007\01\05\1816474.xml	Movies, Performing Arts/Weekend Desk	By JENNIFER DUNNING
2007\01\05\1816475.xml	Leisure/Weekend Desk	By BRIDGET L. GOODBODY
2007\01\05\1816476.xml	Leisure/Weekend Desk	By GRACE GLUECK
2007\01\05\1816477.xml	Leisure/Weekend Desk	By CHARLES McGRATH
2007\01\05\1816478.xml	Movies, Performing Arts/Weekend Desk	By GINIA BELLAFANTE
2007\01\05\1816479.xml	Escapes	By AUSTIN CONSIDINE
2007\01\05\1816480.xml	Movies, Performing Arts/Weekend Desk	By KATHRYN SHATTUCK
2007\01\05\1816482.xml	Movies, Performing Arts/Weekend Desk	By CARA JOY DAVID
2007\01\05\1816483.xml	Movies, Performing Arts/Weekend Desk	By MANOHLA DARGIS
2007\01\05\1816484.xml	Movies, Performing Arts/Weekend Desk	Compiled by Lawrence Van Gelder
2007\01\05\1816485.xml	Movies, Performing Arts/Weekend Desk	By A.O. SCOTT
2007\01\05\1816487.xml	Leisure/Weekend Desk	By ROBERTA SMITH
2007\01\05\1816488.xml	Foreign Desk	By LAWRENCE K. ALTMAN
2007\01\05\1816489.xml	Foreign Desk	By JEFFREY GETTLEMAN; Mohammed Ibrahim and Yusuuf Maxamuud contributed reporting from Mogadishu.
2007\01\05\1816490.xml	Foreign Desk	By ILAN GREENBERG
2007\01\05\1816491.xml	Foreign Desk	By CARLOTTA GALL
2007\01\05\1816492.xml	National Desk	By CORNELIA DEAN
2007\01\05\1816493.xml	National Desk	By MATTHEW L. WALD
2007\01\05\1816494.xml	National Desk	By KATIE ZEZIMA
2007\01\05\1816495.xml	National Desk	By LAURIE GOODSTEIN and STEPHANIE STROM
2007\01\05\1816496.xml	National Desk	By MAUREEN BALLEZA
2007\01\05\1816497.xml	National Desk	By MATTHEW L. WALD
2007\01\05\1816498.xml	Metropolitan Desk	By ANAHAD O'CONNOR and ERIN DUGGAN
2007\01\05\1816499.xml	Metropolitan Desk	By RICHARD G. JONES
2007\01\05\1816500.xml	Metropolitan Desk	By ALEXIS REHRMANN
2007\01\05\1816502.xml	Sports Desk	By TOM SPOUSTA
2007\01\05\1816503.xml	Sports Desk	By DAVID PICKER
2007\01\05\1816504.xml	National Desk	By DAVID D. KIRKPATRICK
2007\01\05\1816505.xml	Business/Financial Desk	By STUART ELLIOTT
2007\01\05\1816506.xml	Business/Financial Desk	By JULIE BOSMAN
2007\01\05\1816507.xml	Business/Financial Desk	By MICHAEL J. de la MERCED
2007\01\05\1816508.xml	Business/Financial Desk	By KATHARINE Q. SEELYE; Richard Siklos contributed reporting.
2007\01\05\1816510.xml	Business/Financial Desk	By HEATHER TIMMONS
2007\01\05\1816511.xml	Business/Financial Desk	By ALEXEI BARRIONUEVO
2007\01\05\1816512.xml	Business/Financial Desk	By NICK BUNKLEY
2007\01\05\1816513.xml	Metropolitan Desk	By DIANE CARDWELL
2007\01\05\1816514.xml	Metropolitan Desk	By ROBIN FINN
2007\01\05\1816515.xml	Metropolitan Desk	By RAY RIVERA
2007\01\05\1816516.xml	Sports Desk	By JOE DRAPE
2007\01\05\1816517.xml	Sports Desk	By LIZ ROBBINS
2007\01\05\1816518.xml	Sports Desk	By HOWARD BECK
2007\01\05\1816519.xml	Metropolitan Desk	By CLYDE HABERMAN
2007\01\05\1816520.xml	National Desk	By CARL HULSE
2007\01\05\1816521.xml	National Desk	By MARK LEIBOVICH
2007\01\05\1816522.xml	Metropolitan Desk	By DIANE CARDWELL
2007\01\05\1816523.xml	Foreign Desk	By STEVEN ERLANGER
2007\01\05\1816524.xml	Foreign Desk	By SHERYL GAY STOLBERG; Helene Cooper contributed reporting.
2007\01\05\1816525.xml	Foreign Desk	By SIMON ROMERO
2007\01\05\1816536.xml	Foreign Desk	By SCOTT SHANE
2007\01\05\1816538.xml	Editorial Desk	By THOMAS L. FRIEDMAN
2007\01\05\1816539.xml	Editorial Desk	By Bruce Handy
2007\01\05\1816540.xml	Editorial Desk	By PAUL KRUGMAN
2007\01\05\1816541.xml	Editorial Desk	By Slavoj Zizek
2007\01\05\1816542.xml	Sports Desk	By BEN SHPIGEL
2007\01\05\1816545.xml	Foreign Desk	By MARC SANTORA and JOHAN SPANNER; Ahmad Fadam contributed reporting from Baghdad, and Iraqi employees of The New York Times from Karbala, Basra and Hilla.
2007\01\05\1816547.xml	Foreign Desk	By JEFF ZELENY and HELENE COOPER; Jim Rutenberg contributed reporting.
2007\01\05\1816548.xml	Sports Desk	By KAREN CROUSE
2007\01\05\1816549.xml	Business/Financial Desk	By LOUISE STORY
2007\01\05\1816552.xml	National Desk	By ERIC LICHTBLAU
2007\01\05\1816553.xml	Metropolitan Desk	By CARA BUCKLEY
2007\01\05\1816554.xml	Metropolitan Desk	By RAYMOND HERNANDEZ
2007\01\05\1816555.xml	Business/Financial Desk	By CHARLES DUHIGG
2007\01\05\1816556.xml	Business/Financial Desk	By ALEX BERENSON
2007\01\05\1816557.xml	Business/Financial Desk	By MICHELINE MAYNARD; Nick Bunkley contributed reporting.
2007\01\05\1816558.xml	Business/Financial Desk	By LANDON THOMAS Jr.
2007\01\05\1816559.xml	Business/Financial Desk	By MICHAEL BARBARO
2007\01\05\1816562.xml	Movies, Performing Arts/Weekend Desk	By JEFF LEEDS; Compiled by Lawrence Van Gelder
2007\01\05\1816563.xml	Movies, Performing Arts/Weekend Desk	By CAROL VOGEL; Compiled by Lawrence Van Gelder
2007\01\05\1816564.xml	Movies, Performing Arts/Weekend Desk	By PETER KIEFER; Compiled by Lawrence Van Gelder
2007\01\05\1816565.xml	Movies, Performing Arts/Weekend Desk	By CAMPBELL ROBERTSON; Compiled by Lawrence Van Gelder
2007\01\05\1816566.xml	Movies, Performing Arts/Weekend Desk	By BENJAMIN TOFF; Compiled by Lawrence Van Gelder
2007\01\05\1816567.xml	Metropolitan Desk	By NICHOLAS CONFESSORE
2007\01\05\1816568.xml	Metropolitan Desk	By NICHOLAS CONFESSORE
2007\01\05\1816569.xml	The Arts/Cultural Desk	By WILLIAM GRIMES
2007\01\05\1816570.xml	Sports Desk	By KAREN CROUSE
2007\01\05\1816571.xml	Sports Desk	By JER� LONGMAN
2007\01\05\1816572.xml	Foreign Desk	By ISMAIL KHAN and CARLOTTA GALL; Ismail Khan reported from Peshawar, Pakistan, and Carlotta Gall from Kabul, Afghanistan.
2007\01\05\1816574.xml	Sports Desk	By DAMON HACK
2007\01\05\1816576.xml	Sports Desk	By PETE THAMEL
2007\01\05\1816577.xml	Movies, Performing Arts/Weekend Desk	By NEIL GENZLINGER
2007\01\05\1816578.xml	Movies, Performing Arts/Weekend Desk	By MATT ZOLLER SEITZ
2007\01\05\1816579.xml	Metropolitan Desk	By JAMES BARRON and TRYMAINE LEE; Michael Amon, Cara Buckley and Cassi Feldman contributed reporting.
2007\01\05\1816580.xml	Metropolitan Desk	By CHARLES V. BAGLI
2007\01\05\1816581.xml	National Desk	By PAM BELLUCK
2007\01\05\1816582.xml	Foreign Desk	By MICHAEL R. GORDON and THOM SHANKER; David E. Sanger and Jim Rutenberg contributed reporting.
2007\01\05\1816583.xml	National Desk	By JOHN M. BRODER; Robin Toner contributed reporting.
2007\01\05\1816584.xml	Foreign Desk	By MARK MAZZETTI and DAVID E. SANGER; Jim Rutenberg contributed reporting.
2007\01\05\1816585.xml	National Desk	By ADAM LIPTAK
2007\01\05\1816586.xml	Leisure/Weekend Desk	By ANDREA K. SCOTT
2007\01\05\1816587.xml	Leisure/Weekend Desk	By ROBERTA SMITH
2007\01\05\1816588.xml	Leisure/Weekend Desk	By ROBERTA SMITH
2007\01\05\1816589.xml	Escapes	As told to Amy Gunderson
2007\01\05\1816590.xml	Metropolitan Desk	By ANEMONA HARTOCOLLIS
2007\01\05\1816591.xml	National Desk	By JIM RUTENBERG; Sheryl Gay Stolberg contributed reporting.
2007\01\05\1816605.xml	Sports Desk	By HARVEY ARATON
2007\01\05\1816606.xml	Sports Desk	By LYNN ZINSER
2007\01\05\1816607.xml	Metropolitan Desk	By ANDREW JACOBS
2007\01\05\1816608.xml	Sports Desk	By TYLER KEPNER; John Dougherty contributed reporting from Phoenix.
2007\01\05\1816609.xml	Foreign Desk	By ALAN COWELL
2007\01\05\1816610.xml	Foreign Desk	By ELAINE SCIOLINO
2007\01\05\1816611.xml	Foreign Desk	By CHRISTOPHER MASON
2007\01\05\1816612.xml	National Desk	By LIBBY SANDER
2007\01\05\1816613.xml	National Desk	By CHRISTINE JORDAN SEXTON
2007\01\05\1816614.xml	Business/Financial Desk	By MIGUEL HELFT
2007\01\05\1816615.xml	Metropolitan Desk	By BRUCE LAMBERT; Compiled by John Sullivan
2007\01\05\1816616.xml	Metropolitan Desk	By DANNY HAKIM; Compiled by John Sullivan
2007\01\05\1816617.xml	Metropolitan Desk	By DAVID M. HERSZENHORN; Compiled by John Sullivan
2007\01\05\1816618.xml	Metropolitan Desk	By ANEMONA HARTOCOLLIS; Compiled by John Sullivan
2007\01\05\1816619.xml	Metropolitan Desk	By DIANE CARDWELL; Compiled by John Sullivan
2007\01\05\1816620.xml	Metropolitan Desk	Compiled by John Sullivan
2007\01\05\1816621.xml	Metropolitan Desk	By JOHN HOLL; Compiled by John Sullivan
2007\01\05\1816622.xml	The Arts/Cultural Desk	By CAMPBELL ROBERTSON
2007\01\06\1816642.xml	The Arts/Cultural Desk	By RICHARD EDER
2007\01\06\1816643.xml	The Arts/Cultural Desk	By ALLEN SALKIN
2007\01\06\1816644.xml	The Arts/Cultural Desk	By BEN RATLIFF
2007\01\06\1816645.xml	The Arts/Cultural Desk	By Phillip Alder
2007\01\06\1816646.xml	The Arts/Cultural Desk	By VIRGINIA HEFFERNAN
2007\01\06\1816647.xml	The Arts/Cultural Desk	By ROSLYN SULCAS
2007\01\06\1816648.xml	The Arts/Cultural Desk	By CAMPBELL ROBERTSON
2007\01\06\1816649.xml	The Arts/Cultural Desk	By EDWARD WYATT
2007\01\06\1816650.xml	The Arts/Cultural Desk	By ALLAN KOZINN
2007\01\06\1816651.xml	The Arts/Cultural Desk	By KELEFA SANNEH
2007\01\06\1816652.xml	The Arts/Cultural Desk	By JENNIFER DUNNING
2007\01\06\1816653.xml	The Arts/Cultural Desk	By ROSLYN SULCAS
2007\01\06\1816654.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
2007\01\06\1816655.xml	National Desk	By PETER STEINFELS
2007\01\06\1816656.xml	National Desk	By STEVE FRIESS
2007\01\06\1816657.xml	Business/Financial Desk	By LESLIE WAYNE
2007\01\06\1816658.xml	National Desk	By DENNIS HEVESI
2007\01\06\1816659.xml	National Desk	By DENNIS HEVESI
2007\01\06\1816660.xml	National Desk	By LAURIE J. FLYNN
2007\01\06\1816661.xml	National Desk	By NEIL A. LEWIS
2007\01\06\1816662.xml	National Desk	By BOB DRIEHAUS
2007\01\06\1816663.xml	National Desk	By LINDA GREENHOUSE
2007\01\06\1816664.xml	Foreign Desk	By HOWARD W. FRENCH
2007\01\06\1816665.xml	Foreign Desk	By CRAIG S. SMITH
2007\01\06\1816666.xml	Foreign Desk	By JULIA PRESTON
2007\01\06\1816675.xml	Foreign Desk	By STEVEN ERLANGER; Taghreed El-Khodary contributed reporting from Gaza.
2007\01\06\1816676.xml	Foreign Desk	By JEFFREY GETTLEMAN; Mohammed Ibrahim and Yusuuf Maxamuud contributed reporting from Mogadishu, Somalia.
2007\01\06\1816677.xml	Metropolitan Desk	By KEN BELSON
2007\01\06\1816680.xml	Foreign Desk	By ELAINE SCIOLINO
2007\01\06\1816681.xml	Sports Desk	By FRANK LITSKY
2007\01\06\1816682.xml	Sports Desk	By Frank Litsky
2007\01\06\1816683.xml	Sports Desk	By JUDY BATTISTA
2007\01\06\1816684.xml	National Desk	By KIRK JOHNSON; Dennis Carroll contributed reporting from Rocky Ford, Colo.
2007\01\06\1816685.xml	National Desk	By ANNE E. KORNBLUT
2007\01\06\1816690.xml	National Desk	By ADAM NOSSITER
2007\01\06\1816691.xml	Metropolitan Desk	By TRYMAINE LEE and CARA BUCKLEY
2007\01\06\1816692.xml	Metropolitan Desk	By JENNIFER MEDINA
2007\01\06\1816693.xml	Metropolitan Desk	By ALEXIS REHRMANN
2007\01\06\1816694.xml	Metropolitan Desk	By KAREEM FAHIM
2007\01\06\1816695.xml	Business/Financial Desk	By CLAUDIA H. DEUTSCH; Michael Barbaro contributed reporting.
2007\01\06\1816696.xml	Business/Financial Desk	By ELIZABETH OLSON
2007\01\06\1816697.xml	Business/Financial Desk	By DAVID BARBOZA
2007\01\06\1816698.xml	Business/Financial Desk	By KEITH BRADSHER
2007\01\06\1816699.xml	Business/Financial Desk	By PAUL B. BROWN
2007\01\06\1816700.xml	Business/Financial Desk	By DAN MITCHELL
2007\01\06\1816701.xml	Business/Financial Desk	By ALINA TUGEND
2007\01\06\1816702.xml	Sports Desk	By JOE LAPOINTE
2007\01\06\1816703.xml	Sports Desk	By PETE THAMEL
2007\01\06\1816704.xml	Business/Financial Desk	By CONRAD DE AENLLE
2007\01\06\1816705.xml	Business/Financial Desk	By KATE MURPHY
2007\01\06\1816707.xml	Sports Desk	By JOHN BRANCH
2007\01\06\1816708.xml	Editorial Desk	By Chevy Chase
2007\01\06\1816709.xml	Editorial Desk	By MAUREEN DOWD
2007\01\06\1816710.xml	Editorial Desk	By Birute Mary Galdikas
2007\01\06\1816711.xml	Editorial Desk	By ORLANDO PATTERSON
2007\01\06\1816713.xml	Foreign Desk	By SCOTT SHANE
2007\01\06\1816714.xml	Business/Financial Desk	By MARK A. STEIN
2007\01\06\1816715.xml	Business/Financial Desk	By GERALDINE FABRIKANT
2007\01\06\1816716.xml	Business/Financial Desk	By DAVID BARBOZA
2007\01\06\1816717.xml	Business/Financial Desk	By MIGUEL HELFT
2007\01\06\1816721.xml	Metropolitan Desk	By RICHARD G. JONES
2007\01\06\1816722.xml	Metropolitan Desk	By JOYCE PURNICK
2007\01\06\1816723.xml	Business/Financial Desk	By LOUIS UCHITELLE
2007\01\06\1816724.xml	Business/Financial Desk	By MARTIN FACKLER
2007\01\06\1816725.xml	Business/Financial Desk	By JEREMY W. PETERS
2007\01\06\1816726.xml	Business/Financial Desk	By JOE NOCERA
2007\01\06\1816727.xml	Sports Desk	By THAYER EVANS
2007\01\06\1816728.xml	National Desk	By JESSE McKINLEY
2007\01\06\1816729.xml	National Desk	By STEPHANIE SAUL
2007\01\06\1816730.xml	National Desk	By JESSE McKINLEY
2007\01\06\1816731.xml	National Desk	By JOHN M. BRODER
2007\01\06\1816732.xml	Metropolitan Desk	By FERNANDA SANTOS
2007\01\06\1816733.xml	Metropolitan Desk	By DAVID W. DUNLAP
2007\01\06\1816734.xml	Metropolitan Desk	By ANTHONY RAMIREZ
2007\01\06\1816735.xml	Metropolitan Desk	By WILLIAM NEUMAN and DANNY HAKIM
